route_distance_km,planned_transit_days,customs_complexity_score,weather_risk_score,historical_route_delay_rate,cargo_value_usd,port_congestion_score,shipment_mode,carrier_type,origin_region,destination_region,shipment_priority,is_delayed
4737.8,3.47,5.98,6.328,0.0961,22795.73,5.738,road,low_cost,Europe,Asia,normal,1
75.2,1.0,3.302,2.147,0.218,22680.05,3.506,sea,low_cost,Europe,Europe,normal,1
1428.1,1.0,0.716,2.538,0.2818,11582.59,5.641,sea,standard,Africa,MENA,normal,1
2369.5,2.71,6.214,2.915,0.2476,1872.5,7.093,sea,standard,Africa,Europe,normal,1
2571.7,3.04,1.315,1.477,0.0299,343.86,6.725,sea,standard,Africa,MENA,normal,1
1719.4,1.0,1.676,7.035,0.5417,6266.29,6.028,sea,low_cost,MENA,Africa,normal,1
2106.8,1.54,1.375,3.115,0.3661,4538.12,10.0,sea,standard,Asia,MENA,normal,1
4758.8,3.69,3.254,1.043,0.5175,12301.72,7.502,sea,premium,Asia,Africa,normal,1
2750.7,2.85,1.259,4.487,0.4968,30110.27,7.291,sea,standard,MENA,Asia,high,1
2468.2,2.85,2.667,5.915,0.1526,1799.47,6.716,sea,premium,Asia,Asia,normal,1
2918.9,2.03,1.533,0.264,0.3692,1147.14,9.323,sea,premium,Europe,MENA,high,1
1064.9,2.25,1.628,1.899,0.1392,16342.93,6.888,road,standard,Europe,MENA,high,1
1852.6,3.81,1.642,3.345,0.1527,11661.79,4.639,sea,standard,Asia,Africa,normal,1
4165.3,7.1,3.385,4.78,0.3969,5043.32,7.95,sea,standard,Asia,Asia,normal,1
3578.2,4.24,1.054,4.169,0.4135,5630.33,4.045,sea,standard,MENA,MENA,normal,1
3074.9,1.0,2.943,3.19,0.2599,1842.03,4.743,road,premium,MENA,MENA,normal,1
5281.9,5.57,4.063,3.714,0.2231,4311.35,8.052,rail,standard,MENA,Europe,low,1
876.9,1.0,4.331,0.502,0.6742,14963.79,5.041,sea,standard,Asia,Asia,normal,1
513.8,1.01,1.273,3.276,0.1021,4833.36,4.435,road,premium,Africa,Asia,normal,0
501.0,2.27,1.164,2.845,0.3467,17236.38,4.488,air,standard,Europe,Europe,low,0
885.6,1.22,1.703,3.502,0.285,4100.94,8.261,road,low_cost,Asia,Europe,low,1
400.2,1.0,3.913,0.975,0.1566,2935.69,5.435,sea,premium,MENA,Africa,critical,1
4391.1,3.66,3.835,3.68,0.2509,24625.66,4.502,road,standard,Asia,Africa,high,1
6014.5,2.47,1.659,2.954,0.4612,299326.1,5.605,air,premium,MENA,MENA,critical,1
793.4,1.0,3.369,3.264,0.3854,12615.46,6.295,road,low_cost,Asia,Africa,normal,1
3494.6,1.63,1.418,2.924,0.6536,23264.43,6.472,air,low_cost,Africa,Africa,normal,1
2527.4,3.94,4.58,4.128,0.5071,8476.66,5.807,air,standard,Africa,Africa,normal,1
459.1,1.0,3.452,4.734,0.1435,14578.82,4.634,sea,low_cost,MENA,Europe,low,1
9112.2,7.43,2.462,0.966,0.1483,85717.89,6.884,sea,premium,Europe,Europe,normal,1
2351.7,1.55,2.052,5.0,0.1058,3765.25,4.797,road,low_cost,MENA,Europe,high,1
841.6,1.0,2.421,4.721,0.2026,3483.56,5.691,sea,standard,Europe,Africa,critical,1
1456.8,1.0,3.152,3.904,0.0545,9207.21,8.487,air,standard,Africa,MENA,low,1
661.6,1.0,6.075,3.296,0.4018,3995.27,4.69,air,premium,Africa,Europe,normal,1
3067.2,3.25,2.234,1.451,0.0561,3179.99,5.587,air,standard,Europe,Africa,normal,0
9659.2,8.87,1.628,0.426,0.0277,15731.73,7.295,road,low_cost,MENA,MENA,normal,1
3204.3,2.0,2.783,4.994,0.1656,10036.43,9.865,road,standard,MENA,Europe,high,1
2344.4,1.44,3.307,3.009,0.421,24012.57,5.944,road,premium,MENA,Asia,critical,1
1062.1,1.0,1.172,3.039,0.2269,2340.79,4.912,rail,standard,Europe,Africa,normal,1
5260.7,4.77,0.628,1.813,0.2623,1984.49,5.926,sea,standard,Asia,Europe,low,1
1408.2,3.12,2.766,4.409,0.1878,3236.39,3.445,air,low_cost,Europe,Europe,normal,1
1028.5,1.65,2.764,4.262,0.2695,1578.47,8.501,air,premium,MENA,MENA,normal,1
3555.4,2.02,0.505,2.788,0.2939,3184.41,4.379,road,standard,Asia,Asia,normal,1
1992.4,1.0,1.737,0.661,0.1727,22464.57,6.545,sea,premium,Europe,MENA,normal,0
888.9,1.9,2.154,2.255,0.0483,657.65,4.36,sea,premium,Asia,Asia,normal,0
5508.8,5.02,1.493,4.267,0.1741,6585.37,4.711,road,standard,Africa,Europe,normal,1
3412.4,4.8,3.9,5.719,0.0922,35665.06,3.961,rail,standard,Europe,MENA,low,1
7180.7,5.97,1.491,4.11,0.1203,2132.37,8.218,road,standard,Africa,MENA,normal,0
2133.0,2.65,2.005,4.593,0.309,10236.38,8.202,sea,standard,Africa,Europe,normal,1
6608.9,5.07,0.699,3.044,0.3494,6092.49,4.386,sea,premium,Africa,Africa,normal,1
3539.0,1.32,4.61,2.595,0.3529,1153.07,8.342,sea,standard,Africa,Africa,high,1
2668.6,1.67,0.563,2.181,0.0807,2362.48,5.867,rail,standard,Europe,MENA,critical,0
712.5,1.0,0.913,0.252,0.2584,3518.06,3.562,road,premium,Africa,Africa,normal,0
761.1,1.52,1.281,1.249,0.1306,7341.09,3.676,rail,standard,Africa,MENA,critical,0
1852.8,3.09,3.388,4.3,0.1711,26320.88,6.134,rail,low_cost,MENA,Asia,normal,1
8212.9,5.28,1.114,2.159,0.1413,769.36,4.966,road,premium,Asia,MENA,low,0
3966.2,3.11,2.026,4.886,0.0457,5075.3,4.617,air,standard,Africa,MENA,critical,0
3094.6,3.5,0.664,3.945,0.1441,1872.83,4.723,air,standard,MENA,Africa,high,1
267.5,1.0,5.978,3.291,0.0659,902.55,10.0,road,premium,Africa,Africa,high,1
4989.1,4.48,1.904,3.593,0.0428,1534.88,4.228,sea,standard,Europe,MENA,high,1
3590.2,3.47,0.627,6.715,0.1507,11919.59,6.8,air,standard,Asia,Asia,normal,1
2399.5,2.81,1.375,2.625,0.2162,1520.98,6.502,air,low_cost,Africa,Europe,normal,1
3020.8,2.26,5.132,6.656,0.0996,3578.29,7.919,sea,standard,Asia,MENA,normal,1
1109.1,1.0,1.575,3.67,0.1625,796.69,5.46,sea,premium,Europe,MENA,normal,0
848.6,1.0,3.887,3.423,0.0564,55790.25,6.369,sea,standard,Africa,Asia,normal,1
1400.3,1.0,4.115,7.353,0.0227,21046.85,8.266,air,standard,Europe,Africa,normal,1
5313.7,6.05,6.259,2.241,0.3112,666.34,4.2,road,standard,MENA,Africa,low,1
3433.0,2.76,1.724,0.994,0.0309,4295.73,8.988,sea,standard,Africa,Asia,critical,1
2929.2,1.41,3.113,2.398,0.1699,2017.34,4.879,air,standard,Europe,Europe,low,1
2149.1,1.31,0.979,2.632,0.1858,39041.53,5.687,road,standard,Europe,MENA,high,1
2075.6,1.91,5.83,4.399,0.1927,343452.51,8.368,air,standard,Europe,Europe,high,1
1970.4,1.37,1.684,4.087,0.3202,453.62,4.67,road,standard,Asia,Africa,low,1
7235.0,6.12,4.129,2.915,0.4672,36869.52,4.562,sea,standard,Europe,Europe,high,0
3192.5,6.02,4.403,2.586,0.0886,4442.83,5.503,rail,low_cost,MENA,Europe,normal,1
2465.0,1.06,2.861,1.797,0.1217,4648.24,4.172,sea,standard,MENA,Africa,high,1
1191.8,2.4,2.428,6.952,0.0703,3505.11,4.156,road,low_cost,MENA,MENA,normal,1
2564.6,1.92,1.918,3.337,0.3455,2462.52,6.316,road,premium,MENA,MENA,critical,1
4209.8,2.02,1.361,3.451,0.1396,4858.08,3.344,rail,premium,Europe,Africa,normal,0
1664.2,1.0,3.43,5.879,0.3688,2666.59,5.142,rail,standard,Asia,Asia,normal,1
2453.1,1.62,3.219,1.811,0.3775,22183.93,5.236,sea,standard,Asia,Asia,low,1
2299.0,2.4,3.989,2.526,0.1307,7072.4,9.827,sea,low_cost,Asia,MENA,low,1
6498.8,4.68,3.229,1.186,0.3265,1185.78,10.0,air,low_cost,Europe,Europe,high,1
1004.6,1.0,3.741,2.57,0.2546,2995.87,5.052,sea,standard,Europe,Asia,high,1
1209.6,2.41,2.692,2.131,0.4286,4872.89,10.0,road,low_cost,Africa,Europe,normal,1
2831.7,2.69,3.174,6.097,0.2124,2209.22,4.733,road,premium,Europe,Africa,normal,1
3685.0,5.28,4.143,1.282,0.0661,1969.53,4.691,sea,standard,Asia,MENA,normal,1
2593.5,2.9,2.029,3.185,0.2349,12375.22,8.475,air,premium,Europe,MENA,normal,0
7616.3,7.92,1.519,2.758,0.0213,1942.67,6.487,rail,premium,Asia,MENA,normal,1
498.7,1.13,0.8,3.628,0.2136,3966.03,7.367,air,low_cost,Asia,MENA,low,1
1068.0,1.0,1.619,6.327,0.4308,6108.54,6.221,road,standard,MENA,Africa,normal,1
3908.5,2.64,0.74,5.82,0.1421,27309.32,4.306,sea,standard,Asia,MENA,high,1
1718.6,1.0,4.361,2.167,0.5379,19903.96,6.571,sea,standard,MENA,Africa,low,1
3161.2,4.33,3.69,3.253,0.1759,3175.51,7.538,road,standard,Asia,Europe,normal,1
973.2,1.0,2.736,3.248,0.0729,4919.25,4.211,air,standard,MENA,Africa,normal,0
891.2,1.76,0.64,4.114,0.2457,16220.59,5.001,air,low_cost,MENA,Europe,low,1
6503.2,4.82,1.131,0.94,0.2894,10692.64,5.688,sea,standard,Africa,Asia,critical,1
1498.5,1.78,2.162,5.088,0.0925,9024.53,6.267,air,premium,Africa,Africa,normal,1
2384.8,4.49,3.42,1.597,0.3938,1903.11,8.057,air,standard,MENA,Europe,low,1
2661.7,3.68,2.432,5.909,0.208,9260.43,6.377,road,standard,Europe,Europe,high,1
2912.4,1.69,4.178,4.75,0.2408,18356.03,4.546,air,premium,MENA,Europe,low,1
2106.4,2.72,2.176,2.39,0.0684,6046.08,8.029,sea,standard,Europe,MENA,normal,1
4533.5,2.61,2.735,1.898,0.2841,2971.68,7.748,road,premium,Asia,Africa,normal,1
2151.5,3.28,4.125,2.802,0.4918,4739.69,3.87,sea,standard,Europe,Africa,normal,1
1418.8,3.91,3.365,2.435,0.5667,1325.81,6.524,air,standard,MENA,MENA,critical,1
2115.0,1.02,3.646,1.057,0.2773,12078.29,5.283,road,standard,MENA,Africa,normal,1
1125.8,1.0,7.231,2.332,0.5467,11430.15,5.296,road,premium,MENA,Europe,normal,1
4345.9,2.97,3.092,1.854,0.4386,2572.69,6.273,road,standard,Africa,Europe,critical,1
1764.2,1.3,2.04,4.467,0.2272,15660.55,4.487,sea,low_cost,MENA,Asia,normal,1
2009.8,1.05,0.789,2.781,0.0932,10980.94,4.653,sea,standard,Asia,Africa,low,1
1410.0,2.52,0.942,1.179,0.2507,19074.43,3.251,air,standard,Europe,Asia,normal,0
2614.3,2.36,2.767,2.719,0.1667,45862.24,8.968,sea,standard,Asia,Europe,normal,1
3689.9,1.0,1.304,2.344,0.1192,31609.36,7.895,road,premium,Asia,Europe,low,1
386.1,1.1,5.784,5.572,0.0442,1858.08,6.103,air,premium,Europe,MENA,normal,1
3408.7,3.77,2.652,3.536,0.1972,6208.14,3.613,air,standard,Europe,Europe,normal,1
9030.1,7.02,0.592,2.407,0.0676,161.7,4.761,sea,standard,Asia,Europe,low,1
1077.2,1.0,2.07,1.763,0.358,4794.26,9.286,road,premium,Europe,MENA,high,1
1364.7,1.08,3.43,2.736,0.2446,5291.18,5.242,sea,standard,Asia,Africa,critical,1
3183.9,1.75,1.435,5.5,0.2092,5021.92,7.657,road,standard,Asia,Europe,high,1
1234.4,1.0,5.195,0.844,0.1914,5509.69,4.825,road,standard,Asia,Asia,normal,1
2090.4,1.0,4.53,2.356,0.0274,39395.62,4.997,rail,premium,Europe,Africa,normal,0
9844.3,7.17,1.276,1.85,0.0338,1819.16,6.954,air,premium,MENA,MENA,normal,0
3332.2,4.67,1.48,3.674,0.2814,84435.0,3.711,air,standard,Asia,Africa,normal,1
6516.0,5.07,2.62,0.686,0.3454,9945.23,7.475,air,standard,Europe,Asia,high,1
3121.6,4.62,3.319,2.806,0.0431,17784.1,7.722,road,premium,Europe,Africa,low,1
4527.7,3.78,1.357,4.601,0.1542,4714.03,7.783,air,low_cost,Europe,Africa,normal,1
794.4,1.0,3.471,3.849,0.088,592.13,8.06,rail,premium,Asia,Africa,normal,1
1977.6,4.02,2.612,0.74,0.4874,1373.98,7.207,sea,premium,MENA,MENA,normal,1
1995.2,2.38,2.894,5.83,0.2541,39804.14,4.836,road,standard,MENA,Africa,normal,1
2560.5,1.29,4.621,4.499,0.1411,825.88,10.0,road,premium,Asia,MENA,low,1
3480.9,2.67,2.551,3.67,0.2112,4019.15,6.417,road,premium,Asia,Africa,high,1
1904.0,1.0,0.754,1.057,0.0874,820.61,5.737,air,standard,Africa,Europe,low,0
3957.2,3.68,6.687,1.84,0.1878,35082.84,5.278,air,standard,Africa,Asia,normal,1
957.0,1.0,1.581,3.799,0.1188,5843.87,5.901,rail,standard,MENA,Europe,high,1
1158.9,3.61,4.821,2.869,0.239,18372.4,4.244,sea,premium,Europe,MENA,normal,1
2987.6,3.04,0.649,0.979,0.1646,33125.19,4.204,sea,low_cost,Africa,MENA,low,0
2491.2,1.0,0.96,1.161,0.1492,2118.9,3.797,sea,standard,Asia,MENA,low,0
1657.1,1.0,2.532,3.537,0.219,7713.63,4.325,air,low_cost,MENA,Europe,normal,1
2991.2,4.18,2.311,4.476,0.1788,1041.67,4.857,air,standard,Africa,Europe,low,1
1352.8,1.14,0.953,0.925,0.4718,10468.08,6.572,rail,standard,MENA,Asia,normal,1
4265.9,2.48,5.348,3.664,0.0421,2478.11,6.79,sea,low_cost,Africa,MENA,critical,1
10426.7,6.26,5.317,3.901,0.2769,2894.87,6.462,road,standard,MENA,Europe,low,1
706.7,1.0,1.538,0.576,0.0778,39085.31,4.065,sea,standard,Africa,MENA,low,0
1367.3,1.0,2.265,3.933,0.3227,12462.47,7.504,air,low_cost,Asia,Africa,low,1
6160.3,4.4,3.692,4.782,0.029,5018.21,5.351,sea,standard,Europe,Asia,high,1
6533.8,5.45,2.012,0.258,0.1744,12840.18,4.618,road,premium,Europe,Africa,low,0
436.3,1.0,4.323,2.35,0.3333,1363.81,5.944,air,standard,Asia,MENA,normal,1
6058.3,6.65,4.599,3.498,0.6519,4051.75,8.288,rail,standard,Asia,Europe,critical,1
3118.0,3.05,3.345,1.242,0.0714,5121.34,9.219,sea,low_cost,MENA,MENA,normal,1
1817.5,2.1,1.635,5.554,0.0609,2375.37,6.347,road,standard,Europe,MENA,low,1
5454.7,3.07,3.166,3.374,0.09,14859.53,5.347,rail,low_cost,Europe,Asia,normal,1
6606.1,4.64,4.889,1.093,0.2852,5159.7,5.075,air,low_cost,Asia,Europe,normal,1
5725.1,4.88,1.234,2.289,0.4149,2157.73,3.861,road,low_cost,Africa,Europe,high,1
2631.4,1.66,3.007,3.008,0.22,8624.85,6.637,sea,premium,Europe,Asia,low,1
964.7,1.78,0.938,2.213,0.319,4552.42,6.126,air,standard,Europe,Africa,normal,1
5020.0,2.54,5.084,2.731,0.254,1472.71,5.165,sea,standard,Europe,MENA,critical,1
6159.6,4.15,2.542,2.811,0.2813,3703.57,6.633,rail,low_cost,MENA,MENA,normal,1
2062.6,3.77,0.84,1.044,0.0322,7255.15,3.981,air,low_cost,Asia,MENA,low,0
6198.8,5.07,5.367,2.791,0.1368,12611.75,4.376,air,standard,Europe,Europe,normal,1
4517.2,4.02,6.581,6.381,0.1957,13608.42,6.36,road,standard,Europe,MENA,normal,1
1790.0,2.53,4.066,1.882,0.195,1025.24,6.035,air,standard,Asia,Africa,normal,1
919.7,1.0,5.578,4.087,0.3076,22085.97,5.435,road,premium,Asia,MENA,low,0
91.6,1.0,5.441,0.36,0.3341,504.35,5.242,rail,standard,MENA,Europe,high,1
6184.0,4.34,0.663,6.055,0.4245,390.15,8.48,rail,low_cost,Europe,Europe,high,1
958.1,1.0,5.393,5.482,0.2006,8148.53,6.168,air,premium,Europe,Europe,low,1
1164.7,1.0,2.102,3.303,0.1538,28293.22,5.002,sea,standard,Europe,Asia,critical,1
1246.3,2.25,3.489,5.678,0.1426,7277.73,5.272,rail,low_cost,Europe,Asia,low,1
895.3,1.0,2.24,2.449,0.115,915.63,4.043,road,standard,Africa,Asia,normal,0
3746.5,1.32,2.441,3.618,0.448,3985.06,3.445,air,standard,Europe,Asia,normal,1
3145.7,1.7,2.56,5.188,0.2428,9262.93,5.829,rail,low_cost,MENA,Africa,critical,1
3434.5,2.71,3.458,5.118,0.1961,14551.01,7.466,road,low_cost,MENA,Africa,normal,1
3612.8,2.45,2.314,4.104,0.2134,24367.23,8.993,rail,premium,MENA,Europe,normal,1
5827.8,3.08,2.447,7.156,0.2456,2235.7,5.483,sea,low_cost,Europe,Asia,critical,1
3363.4,2.94,5.233,3.844,0.4725,4061.78,9.429,road,standard,MENA,Europe,normal,1
5175.5,2.11,1.811,1.276,0.4989,4844.23,5.671,sea,premium,Asia,Africa,normal,1
2115.8,1.0,4.268,2.855,0.1632,1987.55,8.62,sea,standard,Asia,Europe,low,1
2916.0,1.0,0.95,6.417,0.5533,1862.91,5.448,road,premium,Africa,MENA,high,0
2349.5,1.0,6.05,0.264,0.2919,38335.72,4.837,air,low_cost,Asia,MENA,normal,1
827.7,3.28,1.997,2.723,0.251,1000.74,3.628,road,low_cost,Europe,Africa,high,1
1932.6,1.3,3.462,4.708,0.2782,12027.38,3.211,sea,standard,Africa,MENA,low,1
1859.2,1.2,0.496,0.328,0.4927,2301.13,8.147,road,standard,Asia,Africa,normal,1
2311.9,1.0,1.109,4.075,0.1799,77579.29,6.537,rail,standard,Europe,Africa,high,0
1978.7,1.0,0.529,4.066,0.572,3917.76,5.88,sea,low_cost,MENA,Europe,low,1
8303.7,5.32,5.625,2.812,0.0802,10017.68,6.421,sea,premium,Africa,Asia,normal,1
3751.8,2.61,2.061,3.287,0.2334,3190.25,3.372,sea,standard,Asia,Africa,normal,1
1838.8,1.0,3.564,1.966,0.1797,3040.25,10.0,sea,standard,MENA,Africa,normal,1
2714.9,2.25,2.989,2.15,0.1821,151561.47,10.0,sea,premium,Europe,Africa,low,1
1281.1,3.28,0.976,5.942,0.2765,3669.46,5.086,road,standard,Asia,MENA,high,1
3357.6,1.45,2.857,3.254,0.4719,5179.06,4.685,sea,low_cost,Asia,Africa,normal,1
981.0,1.0,4.14,1.545,0.5221,21312.19,5.921,sea,standard,Africa,Africa,critical,1
3561.2,2.63,0.722,2.564,0.2757,10112.34,5.659,sea,low_cost,Africa,MENA,normal,1
2048.8,1.61,3.784,4.376,0.1599,19001.41,5.912,sea,standard,Africa,Asia,high,1
765.9,1.0,0.224,3.767,0.1011,2238.53,4.839,sea,standard,Asia,Africa,normal,1
2341.6,2.7,2.263,4.517,0.2052,1741.09,5.291,sea,standard,MENA,Africa,critical,1
1294.7,1.0,2.245,6.112,0.2721,20531.14,6.502,sea,premium,MENA,Asia,normal,1
3111.5,2.61,0.922,1.875,0.1692,1920.74,6.072,sea,standard,Africa,MENA,normal,1
1185.6,2.29,2.103,1.982,0.2066,25323.56,6.501,road,premium,Africa,Europe,normal,1
4896.4,4.24,6.915,5.383,0.1768,277.18,7.6,rail,standard,Europe,Asia,normal,1
1665.3,2.41,1.827,4.554,0.1648,31465.26,9.296,road,standard,Asia,Europe,normal,1
1961.9,1.0,4.183,1.677,0.0513,6171.07,4.981,sea,standard,Africa,Asia,low,1
1814.6,2.78,5.74,3.604,0.2685,2821.17,3.522,sea,premium,Asia,Europe,normal,1
2228.1,1.0,3.926,0.433,0.4073,236.19,7.157,road,premium,Africa,Africa,normal,1
1148.9,1.28,4.534,2.901,0.1556,7880.76,5.23,road,premium,Europe,Europe,normal,1
941.5,1.11,4.695,3.177,0.2418,11657.8,4.154,road,standard,Europe,Asia,high,1
7019.7,5.15,5.514,3.446,0.1859,2712.29,7.952,sea,premium,Asia,MENA,normal,1
1840.2,1.96,2.24,4.83,0.4983,8615.21,6.856,road,premium,Europe,Africa,low,1
206.8,1.0,3.205,4.283,0.4086,1872.05,6.693,air,premium,Europe,Africa,low,1
4861.7,3.39,4.667,1.151,0.4128,6158.29,8.997,air,standard,Asia,Europe,normal,1
920.2,1.0,5.497,1.002,0.1054,22180.53,5.325,sea,standard,Asia,Africa,low,1
2294.8,2.92,1.321,4.557,0.3065,1110.63,5.281,rail,premium,MENA,Europe,normal,1
5114.8,4.05,1.637,1.61,0.3816,1896.36,7.211,sea,premium,Asia,Asia,high,1
1527.1,1.66,2.604,1.167,0.2093,5574.13,8.983,sea,low_cost,Africa,Africa,low,1
415.5,1.0,2.089,3.268,0.2012,7083.06,5.331,road,standard,Africa,MENA,normal,1
1616.0,1.0,6.938,2.298,0.4676,2525.63,5.955,rail,standard,Europe,Asia,high,1
6625.2,4.42,1.524,1.831,0.1055,691.45,4.53,sea,premium,MENA,Europe,high,0
1730.4,2.78,2.099,2.15,0.3673,1138.86,9.408,sea,standard,Africa,Africa,normal,1
3983.0,2.16,1.58,3.945,0.1521,6091.46,4.528,sea,standard,MENA,Asia,normal,1
2227.5,2.94,4.249,3.493,0.2194,19667.99,7.663,sea,standard,Europe,Asia,high,1
1651.3,1.0,2.982,4.323,0.2431,10036.68,5.871,sea,low_cost,Europe,MENA,normal,0
3264.6,1.96,5.032,0.884,0.2578,5988.1,4.813,air,low_cost,Africa,MENA,normal,1
9029.8,6.73,0.944,0.517,0.4734,2326.05,5.122,air,standard,Europe,Africa,critical,1
1173.1,1.52,2.821,2.912,0.1812,70725.16,6.646,sea,standard,Africa,Asia,critical,1
4418.6,2.62,4.224,1.632,0.2525,11075.73,3.719,sea,standard,Asia,MENA,low,1
8092.1,4.19,3.53,3.093,0.2897,3872.72,3.926,air,premium,MENA,MENA,normal,1
5538.4,1.54,2.121,2.059,0.2135,2052.83,8.475,air,premium,MENA,MENA,low,1
3194.9,1.0,0.916,5.441,0.1642,6115.86,8.066,sea,premium,Asia,MENA,normal,1
3959.6,2.59,1.2,2.877,0.0839,2399.08,7.282,sea,premium,Africa,Asia,normal,1
2271.3,1.4,1.555,2.818,0.3539,28475.9,4.205,sea,standard,Africa,Europe,normal,1
7785.9,5.96,1.549,5.761,0.1432,4501.49,6.378,sea,standard,MENA,Africa,low,1
8203.0,5.81,2.603,1.307,0.1049,3291.96,5.44,air,standard,Asia,Europe,normal,0
7492.1,5.55,2.065,5.331,0.4463,238.93,9.214,rail,standard,Asia,Africa,critical,1
4353.8,4.5,3.951,2.61,0.1988,2893.22,5.805,sea,standard,MENA,Africa,low,1
618.5,2.68,2.355,2.57,0.002,3002.85,9.089,rail,standard,Asia,Europe,low,1
2653.0,1.73,4.008,0.476,0.2091,23808.41,4.524,air,standard,Africa,MENA,low,1
1570.3,2.44,0.792,6.06,0.4067,11291.89,8.32,sea,standard,Asia,Africa,normal,1
2272.6,2.04,5.136,2.954,0.1662,8245.52,4.979,air,low_cost,Africa,Asia,normal,1
152.7,1.0,1.838,4.678,0.2076,2467.78,5.995,air,premium,Europe,MENA,low,1
1127.9,1.0,1.618,4.618,0.3778,1834.87,7.164,sea,premium,Africa,Africa,low,1
916.5,1.0,1.755,3.001,0.2028,19983.72,6.421,air,standard,MENA,Africa,normal,1
3368.3,3.49,1.688,3.189,0.1303,3676.96,6.048,road,standard,Asia,MENA,low,1
1312.7,1.0,4.073,3.687,0.2856,481.31,5.084,road,low_cost,Asia,MENA,critical,1
5666.1,2.77,1.54,7.462,0.1849,4134.58,7.783,air,standard,Asia,Asia,low,1
1726.8,1.0,3.143,5.647,0.1126,749.8,5.106,road,standard,Europe,Europe,normal,1
1880.5,2.48,1.93,0.713,0.1801,10789.68,5.321,sea,standard,Europe,Africa,normal,1
384.0,1.0,3.024,0.883,0.5721,2876.41,4.134,road,standard,Africa,Asia,low,1
3196.7,2.21,2.736,1.16,0.0651,16407.49,6.766,sea,standard,Africa,Asia,normal,1
4907.1,5.08,1.192,2.404,0.3503,389.56,3.507,air,low_cost,MENA,MENA,normal,0
1136.9,1.0,5.952,1.778,0.2134,17019.77,4.834,air,low_cost,Africa,Africa,normal,1
3523.7,2.12,3.538,5.538,0.2414,5575.08,3.43,sea,standard,Europe,Europe,high,1
1738.5,1.0,3.517,7.338,0.0671,21658.96,5.029,air,standard,MENA,Africa,low,1
2548.0,2.96,2.888,2.831,0.2359,6957.1,4.458,sea,premium,MENA,Africa,low,0
2812.9,3.06,0.946,3.541,0.049,5966.59,7.77,sea,standard,Europe,Europe,low,1
1357.8,2.5,6.335,3.079,0.2156,11328.68,6.05,rail,standard,Asia,Africa,normal,1
3040.0,3.42,0.497,0.119,0.2065,7464.33,4.98,sea,standard,Africa,MENA,low,0
5513.9,2.59,1.744,3.32,0.3606,47665.18,5.379,sea,premium,Europe,Africa,critical,1
3511.2,4.52,5.367,1.393,0.4424,19973.81,5.773,sea,standard,Europe,Europe,low,1
1860.5,1.0,4.329,8.045,0.4863,6493.81,3.561,air,standard,Europe,Europe,high,1
4544.6,2.94,3.832,3.504,0.1452,1736.16,5.154,sea,standard,MENA,MENA,high,1
3226.0,1.0,0.38,1.945,0.2551,2666.44,6.345,air,premium,Africa,Africa,normal,0
3823.0,2.49,4.675,7.342,0.0127,2679.58,4.395,sea,standard,Asia,Africa,low,1
2787.0,2.08,2.49,0.689,0.3319,3746.38,6.388,sea,premium,Africa,MENA,high,1
2465.8,1.95,5.193,1.785,0.2946,4731.74,5.229,air,premium,MENA,Europe,low,1
1407.0,1.7,4.301,4.828,0.1697,2704.32,6.124,sea,premium,Asia,MENA,normal,1
3077.9,3.01,0.558,4.681,0.0558,3504.74,6.081,road,standard,MENA,Africa,high,1
2793.3,1.91,2.278,3.225,0.0839,9911.64,4.985,air,standard,Asia,Europe,high,0
760.2,1.0,4.01,3.413,0.6996,11715.24,4.942,road,standard,Europe,Europe,normal,1
3815.0,5.28,3.952,1.826,0.0213,5533.72,4.758,air,standard,MENA,MENA,critical,1
932.5,1.0,2.713,2.479,0.0945,11473.48,5.372,sea,standard,Asia,Asia,normal,1
4654.2,4.34,1.443,2.778,0.3753,6707.85,5.624,road,standard,Asia,MENA,normal,1
1561.1,1.62,3.125,2.004,0.4598,2696.18,5.674,sea,premium,MENA,MENA,critical,0
536.6,1.0,5.488,7.625,0.2285,53813.54,7.491,rail,standard,Africa,Asia,high,1
2857.2,1.0,0.307,2.427,0.2598,2448.34,8.51,air,premium,MENA,MENA,normal,1
536.6,1.0,1.543,2.898,0.3743,3574.87,6.463,air,standard,Asia,Africa,normal,1
2857.4,2.59,2.788,3.46,0.3303,19434.76,6.514,sea,premium,MENA,Asia,normal,1
5061.4,3.59,3.357,6.048,0.0865,8473.3,4.202,sea,standard,Asia,Europe,high,1
3271.2,1.0,3.109,3.137,0.4108,57207.89,7.049,air,standard,Europe,MENA,normal,1
4681.9,5.23,2.674,2.973,0.2428,4846.75,7.201,road,standard,Europe,Africa,high,1
1605.9,1.0,4.065,3.496,0.0885,3107.71,5.784,road,premium,MENA,MENA,high,1
1698.2,1.0,4.3,5.05,0.3036,2459.46,3.453,sea,standard,Europe,Asia,normal,1
2057.8,2.24,2.715,1.46,0.2139,7170.23,7.668,road,standard,Europe,Asia,high,1
7452.4,5.35,1.008,0.724,0.1817,1338.61,7.731,sea,low_cost,MENA,Europe,normal,1
2460.5,3.37,7.497,3.69,0.2284,80919.2,6.496,air,standard,Europe,Asia,normal,1
1784.1,1.11,3.465,4.992,0.2311,1465.34,5.138,air,low_cost,Europe,Africa,normal,1
4028.7,2.85,4.333,6.012,0.1457,5148.27,6.599,sea,low_cost,Africa,Asia,high,1
